FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
169378|Roubideau Trail|Trail|CO|08|Montrose|085|382524N|1081508W|38.423321|-108.252301|||||2642|8668|Moore Mesa|11/01/1991|
169379|Echo Ditch|Canal|CO|08|Archuleta|007|371359N|1065525W|37.2330621|-106.9236485|||||2327|7634|Serviceberry Mountain|11/01/1991|
169380|Oliver Creek Trail|Trail|CO|08|Routt|107|405328N|1070432W|40.8910796|-107.075609|||||2580|8464|Shield Mountain|11/01/1991|
169381|Prospector Trail|Trail|CO|08|Routt|107|405027N|1070200W|40.8408029|-107.0333861|||||2687|8816|Meaden Peak|11/01/1991|
169382|Massey Trail|Trail|CO|08|Mesa|077|383812N|1084317W|38.6366522|-108.7214876|||||2535|8317|Casto Reservoir|11/01/1991|
169383|Woods Lake Trail|Trail|CO|08|San Miguel|113|375207N|1080258W|37.8686045|-108.0495157|||||3131|10272|Dolores Peak|11/01/1991|
169384|Billy Creek State Wildlife Area|Park|CO|08|Ouray|091|381556N|1074257W|38.2655448|-107.715892|||||2393|7851|Buckhorn Lakes|11/01/1991|
169385|Bar X Bench Stock Trail|Trail|CO|08|Mesa|077|384357N|1082522W|38.7324848|-108.4228633|||||2060|6758|Escalante Forks|11/01/1991|
169386|Fish Creek Trail|Trail|CO|08|Dolores|033|374608N|1081053W|37.7688824|-108.181467|||||2708|8884|Groundhog Mountain|11/01/1991|
169387|Bear Creek Trail|Trail|CO|08|Montezuma|083|373146N|1080728W|37.5294401|-108.1245214|||||2667|8750|Orphan Butte|12/01/1991|
169388|Schoolhouse Trail|Trail|CO|08|Montezuma|083|373637N|1080720W|37.6102729|-108.1222987|||||2800|9186|Orphan Butte|12/01/1991|
169389|Priest Gulch Trail|Trail|CO|08|Dolores|033|373819N|1080833W|37.6386059|-108.1425771|||||2906|9534|Clyde Lake|12/01/1991|
169390|Perins Peak State Wildlife Area|Park|CO|08|La Plata|067|371825N|1075653W|37.3069455|-107.9481247|||||2416|7926|Durango West|12/01/1991|
169391|Purgatory Ski Area|Locale|CO|08|La Plata|067|373728N|1074941W|37.6244421|-107.8281218|||||3031|9944|Electra Lake|12/01/1991|
169392|Oso Tunnel|Tunnel|CO|08|Archuleta|007|370317N|1064630W|37.054733|-106.7750358|||||2520|8268|Chromo|12/01/1991|
169393|Big Lick Reservoir|Lake|CO|08|Rio Blanco|103|400036N|1073733W|40.0100321|-107.6258455|||||2348|7703|Sawmill Mountain|12/01/1991|02/26/2013
169394|Red Canyon Stock Driveway|Trail|CO|08|Eagle|037|394148N|1063731W|39.696653|-106.6253118|||||2417|7930|Wolcott|12/01/1991|
169395|Cache Creek Access Trail|Trail|CO|08|Eagle|037|394316N|1063731W|39.7210975|-106.6253118|||||2542|8340|Wolcott|12/01/1991|
169396|Leche Creek Trail|Trail|CO|08|Archuleta|007|370731N|1064612W|37.1252874|-106.7700354|||||2945|9662|Harris Lake|12/01/1991|
169397|Pine-Piedra Stock Driveway|Trail|CO|08|Archuleta|007|371909N|1072543W|37.3191696|-107.4286632|||||2815|9235|Baldy Mountain|12/01/1991|
169398|Highline Loop Trail|Trail|CO|08|Montezuma|083|372843N|1080244W|37.4786082|-108.0456297|||||3354|11004|La Plata|12/01/1991|
169399|North Michigan Creek Reservoir|Reservoir|CO|08|Jackson|057|403311N|1060040W|40.5530369|-106.0111283|||||2706|8878|Gould|12/01/1991|
169400|Sapinero State Wildlife Area|Park|CO|08|Gunnison|051|383118N|1071130W|38.5216592|-107.1917191|||||2798|9180|West Elk Peak SW|06/01/1992|
169401|Muddy Slide Trail|Trail|CO|08|Routt|107|400747N|1064515W|40.1297074|-106.7542089|||||2982|9783|Green Ridge|07/01/1992|
169402|Nipple Peak Trail|Trail|CO|08|Routt|107|405234N|1070351W|40.8760799|-107.0642199|||||2690|8825|Shield Mountain|07/01/1992|
169403|Red Dirt Trail|Trail|CO|08|Routt|107|403614N|1065142W|40.6038636|-106.8617157|||||2622|8602|Rocky Peak|07/01/1992|
169404|Whitewater Basin Trail|Trail|CO|08|Mesa|077|390100N|1081621W|39.0166487|-108.2725825|||||2058|6752|Palisade|07/01/1992|
169405|West Bench Trail|Trail|CO|08|Mesa|077|390300N|1080836W|39.049981|-108.1434097|||||2984|9790|Lands End|07/01/1992|
169406|East Leon Trail|Trail|CO|08|Delta|029|390420N|1074417W|39.0722034|-107.7381152|||||3200|10499|Chalk Mountain|07/01/1992|
169407|Craig Creek Trail|Trail|CO|08|Park|093|392301N|1053514W|39.3835999|-105.5872256|||||3351|10994|Shawnee|07/01/1992|
169408|Elevenmile State Recreation Area|Park|CO|08|Park|093|385616N|1053134W|38.9377701|-105.5261101|||||2611|8566|Spinney Mountain|07/01/1992|
169409|Wahatoya Trail|Trail|CO|08|Las Animas|071|372322N|1045704W|37.3894587|-104.951108|||||3138|10295|Spanish Peaks|07/01/1992|
169410|Hurricane Canyon Natural Area|Park|CO|08|El Paso|041|385231N|1045806W|38.8752674|-104.9683114|||||2559|8396|Cascade|07/01/1992|
169411|Groundhog Stock Driveway|Trail|CO|08|Dolores|033|374820N|1080528W|37.8055494|-108.0911851|||||3032|9947|Dolores Peak|07/01/1992|
169412|Deep Creek Trail|Trail|CO|08|San Miguel|113|375814N|1075116W|37.9705489|-107.8545081|||||3213|10541|Telluride|07/01/1992|
169413|Geyser Spring Trail|Trail|CO|08|Dolores|033|374530N|1080712W|37.7583273|-108.1200756|||||2653|8704|Dolores Peak|07/01/1992|
169414|Trail Riders Trail|Trail|CO|08|Gunnison|051|385846N|1065923W|38.9794354|-106.9897676|||||3113|10213|Gothic|07/01/1992|
169415|Wapaca Trail|Trail|CO|08|Chaffee|015|385648N|1061437W|38.9466614|-106.2436323|||||3115|10220|Harvard Lakes|07/01/1992|
169416|Reynolds Ranch County Park|Park|CO|08|Jefferson|059|392745N|1051417W|39.4624886|-105.2380472|||||2305|7562|Platte Canyon|07/01/1992|
169417|Brookside-McCurdy Trail|Trail|CO|08|Park|093|391843N|1053133W|39.311934|-105.5258355|||||3127|10259|Topaz Mountain|07/01/1992|
169418|Copper Mountain Ski Area|Locale|CO|08|Summit|117|392911N|1060941W|39.4863756|-106.1614114|||||3268|10722|Copper Mountain|07/01/1992|
169419|Chatfield State Park|Park|CO|08|Douglas|035|393212N|1050410W|39.5366549|-105.0694299|||||1677|5502|Littleton|07/01/1992|
169420|Gold Dust Trail|Trail|CO|08|Park|093|392057N|1055649W|39.3491552|-105.9469602|||||3135|10285|Como|07/01/1992|
169421|Pioneer Ditch|Stream|CO|08|Chaffee|015|383815N|1060536W|38.6374968|-106.0933498|384015N|1060840W|38.67083|-106.1444625|2331|7648|Nathrop|07/01/1992|
169422|Swampy Pass Trailhead|Locale|CO|08|Gunnison|051|Unknown|Unknown|0|0|||||||Unknown|09/01/1992|
169423|Beaver Ponds Picnic Area|Locale|CO|08|Gunnison|051|Unknown|Unknown|0|0|||||||Unknown|09/01/1992|
169424|Sourdough Trail|Trail|CO|08|Boulder|013|400448N|1053200W|40.0799861|-105.5333325|||||3068|10065|Ward|09/01/1992|
169425|Switzerland Trail|Trail|CO|08|Boulder|013|400012N|1053128W|40.00332|-105.524443|||||2680|8793|Ward|09/01/1992|
169426|Coney Creek Trail|Trail|CO|08|Boulder|013|400741N|1053538W|40.1280413|-105.5938905|||||3036|9961|Allenspark|09/01/1992|
169427|McIntyre Trail|Trail|CO|08|Larimer|069|404727N|1055832W|40.7908113|-105.9755679|||||2737|8980|Glendevey|09/01/1992|
169428|Chittenden Mountain Trail|Trail|CO|08|Boulder|013|395834N|1053734W|39.976098|-105.6261132|||||3248|10656|East Portal|09/01/1992|
169429|Guinn Mountain Ski Trail|Trail|CO|08|Boulder|013|395608N|1053754W|39.9355427|-105.6316688|||||3154|10348|East Portal|09/01/1992|
169430|Ceran Vrain Trail|Trail|CO|08|Boulder|013|400803N|1052624W|40.1341522|-105.4399958|||||2486|8156|Raymond|09/01/1992|
169431|Gourd Lake Trail|Trail|CO|08|Grand|049|400744N|1054030W|40.1288748|-105.6750047|||||3113|10213|Isolation Peak|09/01/1992|
169432|Meadow Creek Reservoir|Reservoir|CO|08|Grand|049|400318N|1054451W|40.0549592|-105.7474478|||||3049|10003|Monarch Lake|09/01/1992|06/17/2011
169433|Isabelle Glacier Trail|Trail|CO|08|Boulder|013|400404N|1053736W|40.0677641|-105.6266692|||||3356|11010|Monarch Lake|09/01/1992|
169434|Roaring Fork Trail|Trail|CO|08|Grand|049|400859N|1054354W|40.149708|-105.7316737|||||3119|10233|Isolation Peak|09/01/1992|
169435|Deep Creek Trail|Trail|CO|08|Mesa|077|390101N|1080719W|39.0169255|-108.1220194|||||3148|10328|Mesa Lakes|11/01/1992|
169436|Strawberry Hot Springs|Spring|CO|08|Routt|107|Unknown|Unknown|0|0|||||||Unknown|07/01/1993|
169438|San Juan|Populated Place|CO|08|Las Animas|071|Unknown|Unknown|0|0|||||||Unknown|07/01/1993|
169439|Peak Seven West|Populated Place|CO|08|Summit|117|393000N|1060350W|39.499951|-106.063806|||||3016|9895|Breckenridge|07/01/1993|04/30/2008
169440|Gunbarrel|Populated Place|CO|08|Boulder|013|400356N|1051115W|40.065482|-105.187523|||||1587|5207|Niwot|07/01/1993|03/21/2008
169441|Yule Lakes|Lake|CO|08|Gunnison|051|390055N|1070740W|39.0152678|-107.1278254|||||3637|11932|Marble|10/13/1978|
169442|Dillon|Populated Place|CO|08|Summit|117|393749N|1060236W|39.6302643|-106.0433518|||||2777|9111|Dillon|10/13/1978|03/21/2008
169443|Niwot Ridge|Ridge|CO|08|Boulder|013|400335N|1053701W|40.0597085|-105.6169466|||||3747|12293|Ward|10/13/1978|
169444|Cache la Poudre Reservoir Inlet|Canal|CO|08|Larimer|069|403309N|1045925W|40.5524824|-104.9902532|||||1491|4892|Timnath|10/13/1978|
169445|Federal Heights|Populated Place|CO|08|Adams|001|395105N|1045955W|39.8513747|-104.9985922|||||1615|5298|Commerce City|10/13/1978|03/21/2008
169446|Littleton|Populated Place|CO|08|Arapahoe|005|393648N|1050100W|39.613321|-105.0166498|||||1631|5351|Littleton|10/13/1978|03/21/2008
169448|Ouray Memorial Cemetery|Cemetery|CO|08|La Plata|067|370731N|1073739W|37.1252815|-107.6275572|||||1978|6489|Gem Village|10/13/1978|
169449|Castle Rock|Populated Place|CO|08|Douglas|035|392220N|1045122W|39.3722121|-104.8560902|||||1897|6224|Castle Rock South|10/13/1978|03/21/2008
169450|Saguache Reservoir|Reservoir|CO|08|Saguache|109|380601N|1060738W|38.1003043|-106.1272021|||||2357|7733|Saguache|10/13/1978|07/13/2011
169451|Neegronda Reservoir|Reservoir|CO|08|Kiowa|061|381811N|1024518W|38.3030043|-102.7550787|||||1182|3878|Swede Lake|10/13/1978|07/13/2011
169452|Cache la Poudre Wilderness|Reserve|CO|08|Larimer|069|404008N|1052623W|40.6688704|-105.4397136|||||2381|7812|Big Narrows|09/01/1992|05/20/2009
169453|Bull Mountain|Summit|CO|08|Larimer|069|405503N|1055005W|40.9174782|-105.8347255|||||3074|10085|Sand Creek Pass|10/13/1978|
169454|Basaltic Hills|Range|CO|08|Conejos|021|372015N|1052922W|37.3375105|-105.4894571|||||2433|7982|Fort Garland SW|10/13/1978|
169455|McReynolds Reservoir|Reservoir|CO|08|Teller|119|384645N|1050018W|38.7791279|-105.0048678|||||3329|10922|Pikes Peak|07/01/1992|06/17/2011
169456|Sky Ranch Airport|Airport|CO|08|Adams|001|394534N|1044444W|39.7594318|-104.7455268|||||1668|5472|Denver International Airport|10/13/1978|
169457|East Branch Highline Canal|Canal|CO|08|Adams|001|394609N|1044552W|39.7691539|-104.7644164|||||1657|5436|Montbello|10/13/1978|
169458|Hill Ditch Number 2|Canal|CO|08|Jackson|057|405225N|1063037W|40.8735839|-106.5103112|||||2491|8172|Boettcher Lake|10/13/1978|
169459|Hill Ditch Number 1|Canal|CO|08|Jackson|057|405300N|1063130W|40.8833058|-106.5250339|||||2507|8225|Pearl|10/13/1978|
169460|Government Ditch Number 2|Canal|CO|08|Jackson|057|405233N|1061422W|40.8758086|-106.2394675|||||2476|8123|Kings Canyon|10/13/1978|
169461|North Park Ditch Number 5|Canal|CO|08|Jackson|057|404545N|1061706W|40.7624762|-106.2850259|||||2448|8031|Cowdrey|10/13/1978|
169462|North Sterling Lateral Number 19|Canal|CO|08|Logan|075|404640N|1030749W|40.7777659|-103.1302025|||||1206|3957|Padroni|10/13/1978|
169463|McKinley Ditch Number 2|Canal|CO|08|Routt|107|403840N|1071522W|40.6444165|-107.2561696|||||2022|6634|Slide Mountain|10/13/1978|
169464|Trout Creek Ditch Number 4|Canal|CO|08|Routt|107|402250N|1065752W|40.3805338|-106.9644952|||||2093|6867|Cow Creek|10/13/1978|
169465|Koll Ditch Number 1|Canal|CO|08|Routt|107|401925N|1065956W|40.3235903|-106.9989398|||||2194|7198|Oak Creek|10/13/1978|
169466|Little Hills Game Experiment Station|Locale|CO|08|Rio Blanco|103|400020N|1081127W|40.0055272|-108.1909175|||||1868|6129|White River City|10/13/1978|
169467|Peterson Ditch Number 1|Canal|CO|08|Jackson|057|403740N|1062317W|40.6277559|-106.3880857|||||2460|8071|Delaney Butte|10/13/1978|
169468|Oklahoma Ditch Number 1|Canal|CO|08|Jackson|057|403650N|1061712W|40.6138673|-106.2866934|||||2504|8215|MacFarlane Reservoir|10/13/1978|
169469|North Park Ditch Number 6|Canal|CO|08|Jackson|057|403740N|1061640W|40.627756|-106.2778041|||||2500|8202|Walden|10/13/1978|
169470|Staples Ditch Number 1|Canal|CO|08|Jackson|057|403456N|1063012W|40.5822013|-106.5033676|||||2514|8248|Teal Lake|10/13/1978|
169471|Staples Ditch Number 2|Canal|CO|08|Jackson|057|403630N|1063057W|40.6083117|-106.5158681|||||2531|8304|Teal Lake|10/13/1978|
169472|Roan Creek Ditch Number 2|Canal|CO|08|Mesa|077|392110N|1081406W|39.3527566|-108.2350826|||||1537|5043|De Beque|10/13/1978|
169473|Orchard Mesa Canal Number 2|Canal|CO|08|Mesa|077|390310N|1082502W|39.0527595|-108.4173105|||||1480|4856|Clifton|10/13/1978|
169474|Orchard Mesa Canal Number 1|Canal|CO|08|Mesa|077|390320N|1082617W|39.0555372|-108.4381445|||||1457|4780|Clifton|10/13/1978|
169475|Anderson Reservoir Number 2|Reservoir|CO|08|Mesa|077|390209N|1080727W|39.0358789|-108.1242892|||||3154|10348|Mesa Lakes|10/13/1978|06/17/2011
169476|Anderson Reservoir Number 1|Reservoir|CO|08|Mesa|077|390150N|1080739W|39.0306461|-108.1275174|||||3147|10325|Lands End|10/13/1978|06/17/2011
169477|Sunset Lake Number 2|Reservoir|CO|08|Delta|029|390003N|1080018W|39.0007066|-108.0050852|||||3006|9862|Mesa Lakes|10/13/1978|06/17/2011
169478|Granby Reservoir Number 12|Reservoir|CO|08|Delta|029|385956N|1080232W|38.9990194|-108.0422091|||||3040|9974|Hells Kitchen|10/13/1978|06/17/2011
169479|Granby Reservoir Number 11|Reservoir|CO|08|Delta|029|385957N|1080209W|38.9991474|-108.0359035|||||3052|10013|Hells Kitchen|10/13/1978|
169480|Granby Reservoir Number 8|Reservoir|CO|08|Delta|029|390000N|1080135W|39.0000207|-108.0262628|||||3064|10052|Mesa Lakes|10/13/1978|07/13/2011
169481|Granby Reservoir Number 5|Reservoir|CO|08|Delta|029|390004N|1080139W|39.0010917|-108.0275697|||||3054|10020|Mesa Lakes|10/13/1978|
169482|Big Creek Leon Drift Fence|Locale|CO|08|Mesa|077|390758N|1075022W|39.1327579|-107.8395081|||||3171|10403|Vega Reservoir|10/13/1978|
169483|Carnahan Ditch Number 1|Canal|CO|08|Mesa|077|391452N|1074414W|39.2477578|-107.7372824|||||2374|7789|Porter Mountain|10/13/1978|
169484|Leonard Horn Ditch Number 1|Canal|CO|08|Eagle|037|394512N|1064628W|39.7533201|-106.7744818|||||2603|8540|Castle Peak|10/13/1978|
169485|Peterson Ditch Number 1|Canal|CO|08|Eagle|037|393040N|1064508W|39.5110958|-106.7522589|||||2432|7979|The Seven Hermits|10/13/1978|
169486|Bellvue State Fish Hatchery|Locale|CO|08|Larimer|069|403728N|1051037W|40.6244265|-105.1769259|||||1575|5167|Horsetooth Reservoir|10/13/1978|10/27/2010
169487|Larimer County Canal Number 2|Canal|CO|08|Larimer|069|403500N|1050622W|40.5833157|-105.1060905|||||1540|5052|Fort Collins|10/13/1978|
169488|Long Pond Reservoir Number 5|Reservoir|CO|08|Larimer|069|403708N|1050332W|40.6188712|-105.0588661|||||1547|5075|Fort Collins|10/13/1978|
169489|Big Thompson Ditch Number 2|Canal|CO|08|Larimer|069|402220N|1050402W|40.3722058|-105.0672023|||||1508|4947|Berthoud|10/13/1978|
169490|Highland Reservoir Number 2|Reservoir|CO|08|Boulder|013|401506N|1050839W|40.251769|-105.1440445|||||1578|5177|Carter Lake Reservoir|10/13/1978|07/13/2011
169491|Leyner Cottonwood Number 1 Ditch|Canal|CO|08|Boulder|013|400220N|1050512W|40.0388736|-105.0866498|||||1556|5105|Erie|10/13/1978|
169492|Main Canal Number 2|Canal|CO|08|Montezuma|083|373020N|1083342W|37.5055477|-108.56176|||||2112|6929|Trimble Point|10/13/1978|
169493|Elk Creek Ditch Number 2|Canal|CO|08|Pitkin|097|391439N|1065910W|39.244152|-106.9861558|||||2571|8435|Highland Peak|10/13/1978|
169494|Twin Lakes Reservoir Tunnel Number 2|Tunnel|CO|08|Pitkin|097|390619N|1063745W|39.1052679|-106.6291992|||||3709|12168|New York Peak|10/13/1978|
169495|Burlingame Number 3 Ditch|Canal|CO|08|Park|093|390448N|1055844W|39.079993|-105.9789037|||||2839|9314|Garo|10/13/1978|
169496|Greeley Number 3 Ditch|Canal|CO|08|Weld|123|402600N|1044352W|40.4333141|-104.7310777|||||1429|4688|Greeley|10/13/1978|
169497|Medow Island Ditch Number 1|Canal|CO|08|Weld|123|401041N|1045132W|40.1780389|-104.8588622|||||1476|4842|Platteville|10/13/1978|
169498|Moffat Filter Plant|Locale|CO|08|Jefferson|059|394458N|1050714W|39.7494315|-105.120541|||||1720|5643|Fort Logan|10/13/1978|
169499|Arapaho Basin Ski Area|Locale|CO|08|Summit|117|393837N|1055223W|39.6435979|-105.8730671|||||3358|11017|Grays Peak|10/13/1978|
169500|Bowles Reservoir Number One|Reservoir|CO|08|Jefferson|059|393720N|1050439W|39.6223488|-105.0775543|||||1691|5548|Littleton|10/13/1978|10/30/2012
169501|North Sterling Lateral Number 40|Canal|CO|08|Logan|075|405310N|1025429W|40.8861006|-102.907974|||||1202|3944|Haystack Butte|10/13/1978|
169502|North Sterling Lateral Number 42|Canal|CO|08|Logan|075|405340N|1025322W|40.8944339|-102.8893624|||||1190|3904|Haystack Butte|10/13/1978|
169503|Harmony Ditch Number 1|Canal|CO|08|Logan|075|405244N|1024752W|40.8788796|-102.7976931|||||1139|3737|Twin Buttes|10/13/1978|
169504|Harmony Ditch Number 2|Canal|CO|08|Logan|075|405030N|1025342W|40.8416571|-102.8949178|||||1146|3760|Proctor|10/13/1978|
169505|Harmony Ditch Number 3|Canal|CO|08|Logan|075|405100N|1024802W|40.8499912|-102.8004707|||||1131|3711|Crook|10/13/1978|
169506|Sterling Number 2 Ditch|Canal|CO|08|Logan|075|403900N|1031153W|40.6499863|-103.1979858|||||1196|3924|Sterling North|10/13/1978|
169507|Aurora Rampart Tunnel Number 1|Tunnel|CO|08|Douglas|035|392555N|1050734W|39.4319334|-105.1260993|||||1853|6079|Platte Canyon|10/13/1978|
169508|Moore Reservoir Number 4|Reservoir|CO|08|Adams|001|400002N|1040136W|40.0005403|-104.0266166|||||1446|4744|Hoyt|10/13/1978|
169509|Barney Bird Reservoir Number 1|Reservoir|CO|08|Douglas|035|392228N|1044454W|39.374547|-104.7482539|||||1880|6168|Russellville Gulch|10/13/1978|06/17/2011
169510|Road Canyon Reservoir Number 2|Reservoir|CO|08|Hinsdale|053|374501N|1071134W|37.7503793|-107.1927259|||||2841|9321|Hermit Lakes|10/13/1978|06/17/2011
169511|Ophir Loop Tram|Locale|CO|08|San Miguel|113|375224N|1075145W|37.8733277|-107.8625651|||||3239|10627|Ophir|10/13/1978|
169512|East River Number 1 Ditch|Canal|CO|08|Gunnison|051|384612N|1065207W|38.7699934|-106.8686513|||||2563|8409|Cement Mountain|10/13/1978|
169513|Rio Grande Lateral Number 5A|Canal|CO|08|Saguache|109|374402N|1061236W|37.7338908|-106.2100299|||||2355|7726|Sevenmile Plaza|10/13/1978|
169514|Transmission Line and Blue River Pipe Line|Locale|CO|08|Teller|119|385618N|1050956W|38.9383244|-105.1655426|||||2774|9101|Divide|10/13/1978|
